review_id,is_about_discovery,primary_topic,discovery_subtheme,segment_signal,jtbd,verbatim_evidence,topic_sentiment,stratum,label_model
2179,False,performance_bugs,none,unknown,listen to music,And repeats.  Too expensive. Disliking a song on release radar does nothing,negative,relevant,8b
2183,False,performance_bugs,none,premium_user,listen to music,There’s two problems with Spotify: it keeps crashing and you need premium for almost everything if your on a phone.,negative,relevant,8b
2228,False,performance_bugs,none,power_user,listen to music,The bloat and AI slop is getting out of hand.,negative,relevant,8b
2236,False,pricing,none,premium_user,listen to music,"I can’t use Spotify much anymore, I’m no longer allowed to skip back to a different song (the arrows on the bottom)",negative,relevant,8b
2296,True,discovery,discovery_works,premium_user,discover new music,"The playlists, Discover Weekly, and Spotify Wrapped never miss - it always knows my vibe",positive,relevant,70b
2350,True,repetition,stale_recs,unknown,listen to new music,listen to the same thing over and over again,negative,relevant,70b
2365,True,repetition,stale_recs,unknown,improve music shuffle,repeat songs a lot,negative,relevant,70b
2403,True,discovery,discovery_works,unknown,discover new music,,positive,relevant,70b
2406,False,ads,none,free_user,listen to music without ads,too many ads,negative,relevant,70b
2412,False,ui_ux,none,unknown,organize music playlists,save the new one and remove the old one,neutral,relevant,70b
2414,True,ui_ux,none,premium_user,pin multiple playlists,PLEASE let us pin MORE then four playlists!,positive,relevant,70b
2415,False,recommendation_quality,none,power_user,listen to podcasts,I am absolutely frustrated with the way that if I listen to a podcast ONCE it clogs up my home page and appears on my podcast page too.,negative,relevant,8b
2419,False,podcasts,none,premium_user,listen to news,"This is a good app, I use it everyday and subscribe to premium.",neutral,relevant,8b
2425,False,repetition,none,premium_user,listen to music,"This app. hadn’t got the variety of content that it used to have and when I do a search, even for the simplest pieces, it spits out completely random results not even by the same artist searched for.",negative,relevant,8b
2429,False,ui_ux,none,free_user,listen to music with lyrics,lyrics don’t seem to work anymore,neutral,relevant,70b
2433,False,ui_ux,none,unknown,add songs to playlist easily,try to add new songs to a playlist its been very janky,negative,relevant,70b
2436,True,discovery,discovery_works,unknown,discover new music,introducing new discoveries to enrich your experience,positive,relevant,70b
2437,False,ads,none,premium_user,listen to music,"You are unbelievable.. Review? You want a review? Well I’ll give you one! Lemme tell you, you tricked everyone by saying that u added a new feature called smart shuffle but what u didn’t tell them, is that u can’t TURN IT OFF!",negative,relevant,8b
2438,True,repetition,stale_recs,unknown,listen to consistent music genres,Daily Mix changes genres every. single. day,negative,relevant,70b
2439,False,performance_bugs,none,premium_user,listen to music,"Keeps crashing. I’ve been having this problem for many months now, but my app keeps crashing!",negative,relevant,8b
2440,True,discovery,niche_genre_gap,unknown,discover new music,no African country is listed in the Top50 by country,negative,relevant,70b
2443,False,ui_ux,none,unknown,easily manage playlists,I liked it because it was simple,negative,relevant,70b
2454,False,pricing,none,free_user,listen to music,"I also don’t appreciate having to shuffle everything, and not being able to repeat songs, or backspace.",negative,relevant,8b
2455,True,recommendation_quality,discovery_works,premium_user,find new music,the playlist they create for you on premium,positive,relevant,70b
2461,False,pricing,none,free_user,listen to music,"Alright.. Eh like I like the music but the non premium version just has so many ads and they’re a kinda ripping u off because they are making money off the ads even if u don’t buy premium, then making even more when u pay for no ads.",negative,relevant,8b
2466,False,recommendation_quality,none,premium_user,making personal playlists,When making personal playlists it would be better to have categories for “like” and then “favourite” or “really like”.,positive,relevant,8b
2471,False,performance_bugs,none,premium_user,unadding songs,"I can confidently say I put in certain playlists— but when I go and look for that song in the playlist, or in any, because I know it would’ve been in  at least my liked songs— it has a plus icon next to it as if I have never added that song before?",negative,relevant,8b
2475,False,performance_bugs,none,premium_user,creating a playlist,"I was looking for a song I thought I found it, but it wasn’t the song I was looking for, the song was an anime style song, I thought nothing of it.",negative,relevant,8b
2484,False,ads,none,premium_user,using the app,You can’t hide genres Classical should be separated from all other music - I listened to it once now my new releases are bloated with classical music.,negative,relevant,8b
2493,False,ui_ux,none,premium_user,editing a playlist,,negative,relevant,8b
2501,False,performance_bugs,none,premium_user,using smart shuffle,smart shuffle takes forever to load and crashes my app could you remove the smart shuffle button from the quick shuffle options when listening to a song,negative,relevant,8b
2523,False,ads,none,free_user,using the app,The free version of the app has the most annoying ads with the worst voice overs and unbelievable scripts,negative,relevant,8b
2527,False,catalog,none,premium_user,viewing playlists,After each one it says enjoy the next “30 minutes uninterrupted and then proceeds to give me an double add after every song,negative,relevant,8b
2528,False,ui_ux,none,premium_user,using the app,I can’t put my songs on repeat anymore and i found a song wanna listen to and I wanna put on repeat and don’t have too touch the screen,negative,relevant,8b
2530,False,catalog,none,premium_user,using Go to radio,"I use this app to listen to songs the most because it’s very accessible and customisable, the recommended songs are really great to find new songs and the ‘Go to radio’ option is where I seek most of the new music I like",positive,relevant,8b
